fid,name,type,addr1,addr2,zip,lon,lan,tel,city,gugun,createDate,erdsgn,upDate
5517,비둘기공원 배드민턴장,기타시설,경기도 시흥시 대은로 16-29 (은행동),,14919,126.7952004,37.44160176,031-310-3159,경기도,시흥시,19970401,N,2025-04-08
5518,비둘기공원테니스장,테니스장,경기도 시흥시 대은로 16-29 (은행동),,14919,126.7936378,37.44112691,031-310-3159,경기도,시흥시,19970401,N,2025-04-08
5519,비룡리 동네체육시설,간이운동장,경상북도 상주시 낙동면 비룡리 378,안기,37253,128.2142274,36.33479739,054-537-8119,경상북도,상주시,19990101,N,2025-06-30
5520,비룡리 동네체육시설,간이운동장,경상북도 상주시 낙동면 비룡리 922,가마실,37253,128.2054406,36.33253893,054-537-8119,경상북도,상주시,20190501,N,2025-06-30
5521,비류교 하부 야구연습장,기타시설,인천광역시 미추홀구 학익동 587-258 미추홀구학익적환장,,22204,126.6452778,37.43360768,032-880-8726,인천광역시,남구,20131101,N,2025-07-31
5522,비봉 게이트볼장,전천후게이트볼장,전북특별자치도 완주군 비봉면 소농리 432-1,비봉 게이트볼장,55306,127.1397496,35.99295367,063-290-3985,전북특별자치도,완주군,20161228,N,2025-06-19
5523,비봉 소농 농구장,간이운동장,전라북도 완주군 비봉면 비봉소농길 14,,55306,127.1399036,35.99518107,,전북특별자치도,완주군,20170830,N,2025-06-18
5524,비봉1리 동네체육시설(비봉1리노인회관),간이운동장,경상북도 의성군 의성읍 비봉리 773-1,,37344,128.6772332,36.31069096,054-830-5019,경상북도,의성군,20130101,N,2025-05-30
5525,비봉1리 청암 간이체육시설,간이운동장,전라남도 보성군 득량면 청암길 31-13,비봉리 258-1,59467,127.1964456,34.71835032,,전라남도,보성군,20140101,N,2024-10-31
5526,비봉2리 동네체육시설(비봉2리노인회관),간이운동장,경상북도 의성군 의성읍 비봉리 319-1,,37344,128.6923803,36.30451695,054-830-5019,경상북도,의성군,20120101,N,2025-05-30
5527,비봉고가하부체육시설 게이트볼장,기타시설,경기도 화성시 비봉면 쌍학리 247-3,,18292,126.8924194,37.24708399,031-5189-2731,경기도,화성시,19990101,N,2024-10-31
5528,비봉면게이트볼장,전천후게이트볼장,충청남도 청양군 비봉면 록평리 128,,33316,126.7885668,36.51877752,041-940-4863,충청남도,청양군,20181231,N,2025-06-29
5529,비봉산 체육공원,테니스장,경상북도 구미시 선산읍 동부리 산1-2,비봉산 체육공원,39112,128.3004349,36.24558627,054-480-4915,경상북도,구미시,19000101,N,2024-10-31
5530,비봉산체육관(헬스장),기타체육시설(체력단련장),경기도 안성시 당왕동 88,Jan-88,17584,127.2773561,37.01688596,031-678-6868,경기도,안성시,20190101,N,2025-05-27
5531,비봉체육공원 게이트볼장,기타시설,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5532,비봉체육공원 국궁장,국궁장,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5533,비봉체육공원 다목적구장,기타시설,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5534,비봉체육공원 실내야구연습장,기타시설,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5535,비봉체육공원 실내체육관,기타시설,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,Y,2025-05-23
5536,비봉체육공원 인라인스케이트장,롤러스케이트장,경기도 화성시 비봉면 유포리 304-1,,18282,126.8424415,37.26624051,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5537,비봉체육공원 축구장,기타시설,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5538,비봉체육공원 테니스장,테니스장,경기도 화성시 비봉면 유포리 304-1,,18282,126.840065,37.24707278,031-8059-3274,경기도,화성시,19990101,N,2025-05-23
5539,비산1동어린이놀이터동네체육시설,간이운동장,대구광역시 서구 달서로43길 16-14 (비산동),,41743,128.5709337,35.88216562,,대구광역시,서구,20170131,N,2024-10-31
5540,비산2.3동어린이놀이터동네체육시설,간이운동장,대구광역시 서구 달서로42길 11-6 (비산동),,41735,128.5733748,35.88112889,053-663-2867,대구광역시,서구,20170131,N,2025-01-14
5541,비산4동어린이놀이터동네체육시설,간이운동장,대구광역시 서구 달서로16안길 12-8 (비산동),,41809,128.5731897,35.86981068,053-663-2867,대구광역시,서구,20170131,N,2025-01-14
5542,비산6동쌈지공원동네체육시설,간이운동장,대구광역시 서구 비산동 515-15,,41781,128.569367,35.87691071,053-663-2173,대구광역시,서구,19990101,N,2024-10-31
5543,비산6동어린이놀이터동네체육시설,간이운동장,대구광역시 서구 달서로27길 6-1 (비산동),,41790,128.5702807,35.87485912,053-663-2867,대구광역시,서구,20170131,N,2025-01-14
5544,비산7동어린이놀이터동네체육시설,간이운동장,대구광역시 서구 서대구로63안길 22 (비산동),,41709,128.5541526,35.88569568,053-663-2867,대구광역시,서구,20170131,N,2025-01-14
5545,비산공원동네체육시설,간이운동장,대구광역시 서구 서대구로68길 58-2 (비산동),,41715,128.5686048,35.88771107,053-663-2867,대구광역시,서구,20170126,N,2025-01-14
5546,비산나루터 체육공원,기타체육시설(체력단련장),경상북도 구미시 비산동 296-4 민테크구미1공장,,39260,128.3840483,36.12398718,054-480-4915,경상북도,구미시,19000101,N,2025-06-28
5547,비산소공원 동네체육시설,간이운동장,대구광역시 서구 비산동 519-11 디오스빌,,41781,128.5699721,35.87763534,053-663-2173,대구광역시,서구,19990101,N,2025-01-14
5548,비산철로변동네체육시설,간이운동장,대구광역시 서구 비산동  752-2,,41741,128.5635851,35.88304552,053-663-2173,대구광역시,서구,20161220,N,2024-10-31
5549,비산체육공원 농구장,기타시설,경기도 안양시 동안구 비산동 20 관리동,,13915,126.9495035,37.41221864,031-389-5218,경기도,안양시,20180320,N,2025-06-20
5550,비산체육공원 축구장(인조잔디),축구장,경기도 안양시 동안구 비산동 20 관리동,,13915,126.9495035,37.41221864,031-389-5218,경기도,안양시,20180320,N,2025-06-20
5551,비산체육공원 축구장(천연잔디),축구장,경기도 안양시 동안구 비산동 20 관리동,,13915,126.9495035,37.41221864,031-389-5218,경기도,안양시,20180320,N,2025-06-20
5552,비산초교동네체육시설,간이운동장,대구광역시 서구 평리동  662-1,,41778,128.5643247,35.87875905,053-663-2173,대구광역시,서구,20161220,N,2025-01-14
5553,비상급수지~돌탑,간이운동장,부산광역시 해운대구 반송동 산51-238,,48010,129.1605326,35.2353493,051-749-4542,부산광역시,해운대구,20180212,N,2024-10-31
5554,비아동 작은도랑실마을 동네체육시설,간이운동장,광주광역시 광산구 도천동 355-13 작은도량질경로당,,62244,126.8220104,35.21002694,062-960-9924,광주광역시,광산구,20160909,N,2025-06-30
5555,비아초교 동네체육시설,간이운동장,광주광역시 광산구 비아동 68-2 비아초등학교,,62240,126.8253186,35.22256178,062-960-9923,광주광역시,광산구,20140818,N,2025-06-27
5556,비인게이트볼장,전천후게이트볼장,충청남도 서천군 비인면 성내리 384-3 비인면보건지소,비인게이트볼장,33608,126.6058704,36.13754395,041-950-6691,충청남도,서천군,20210411,Y,2025-06-18
5557,비자인조구장,축구장,경상남도 남해군 서면 서상리 1316-5,,52410,127.8342423,34.80893862,055-860-8664,경상남도,남해군,20161231,N,2025-06-12
5558,비전게이트볼장(남부노인복지회관),전천후게이트볼장,경기도 평택시 중앙1로56번길 25 (비전동),,17895,127.088849,36.99613304,,경기도,평택시,20170221,N,2024-10-31
5559,비전공원 농구장,간이운동장,충청북도 청주시 서원구 무심서로 205 (분평동),비전근린공원,28793,127.4931505,36.61434947,,충청북도,청주시,20161222,N,2024-10-31
5560,비전공원 배드민턴장,간이운동장,충청북도 청주시 서원구 무심서로 205 (분평동),비전근린공원,28793,127.4931282,36.61436759,,충청북도,청주시,20161222,N,2024-10-31
5561,비치소라 앞,간이운동장,강원특별자치도 강릉시 송정동 110-25 비치소라아파트,,25559,128.9350355,37.776159,033-640-5986,강원특별자치도,강릉시,20180823,N,2024-11-18
5562,빈정공원,간이운동장,인천광역시 서구 도요지로202번길 30 (검암동),(실제주소 : 검암동 681),22699,126.6713682,37.55533518,033-560-4800,인천광역시,서구,20161231,N,2024-10-31
5563,빙동제 농구장,간이운동장,전라북도 완주군 이서면 반교로 34-9,,55366,127.0237149,35.82267142,,전북특별자치도,완주군,20170830,N,2025-06-26
5564,빛고을국민체육센터,생활체육관,광주광역시 광산구 우산동 1577-1 빛고을국민체육센터,,62359,126.8044743,35.16358098,062-960-9946,광주광역시,광산구,20030730,N,2025-07-10
5565,빛고을노인건강타운(빛고을노인건강타운수영장),수영장,광주광역시 남구 노대동 592 빛고을노인건강타운,,61748,126.8959145,35.09941963,,광주광역시,,20090405,Y,2025-07-31
5566,빛고을체육관,구기체육관,광주광역시 서구 금화로 278 (풍암동),,62048,126.8772079,35.13522599,062-604-1811,광주광역시,,20070913,N,2025-07-16
5567,빨강어린이공원운동기구,간이운동장,,단구동1517-6,26484,127.9457566,37.32890689,,강원특별자치도,원주시,20170221,N,2024-10-31
5568,뿌리공원궁도장,국궁장,대전광역시 중구 안영동  산10-2,,35085,127.3839645,36.28395893,042-606-7634,대전광역시,중구,20030321,N,2025-05-30
5569,사2리 경로당,간이운동장,경상북도 영천시 임고면 사리 415 사2리회관,사2리회관(경로당),38820,129.0812696,36.04549045,054-339-7712,경상북도,영천시,20210415,N,2025-07-01
5570,사계절공원,간이운동장,경상북도 구미시 인의동 1002-2,1002-1일원,39440,128.4323815,36.09562884,054-480-5573,경상북도,구미시,19000101,N,2024-10-31
5571,사계절썰매장,기타시설,경기도 안성시 보개면 남사당로 198-3,,17508,127.3114616,37.03125379,031-675-6868,경기도,안성시,20161231,N,2024-10-31
5572,사곡 가교1리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 가교리 137-3,,32520,127.0290678,36.53940737,041-840-8673,충청남도,공주시,20180101,N,2025-01-21
5573,사곡 고당1리 동네체육시설(마을회관앞 마을정자),간이운동장,충청남도 공주시 사곡면 고당리 169-1,,32523,127.0301805,36.51744219,041-840-8673,충청남도,공주시,20170101,N,2025-01-31
5574,사곡 신영2리 동네체육시설(마을창고),간이운동장,충청남도 공주시 사곡면 신영리 307-3,,32522,127.0250749,36.48084319,041-840-8673,충청남도,공주시,20150101,N,2025-01-21
5575,사곡 신영3리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 신영리 307-3,,32522,127.0250749,36.48084319,041-840-8673,충청남도,공주시,20180101,N,2025-01-31
5576,사곡 운암리 동네체육시설,간이운동장,충청남도 공주시 사곡면 운암리 399-2,,32520,127.0220977,36.55988815,041-840-2857,충청남도,공주시,20240311,N,2024-11-26
5577,사곡 월가리 동네체육시설(게이트볼장),간이운동장,충청남도 공주시 사곡면 월가리 1025-7,,32521,127.0421134,36.57260301,041-840-8673,충청남도,공주시,20170101,N,2025-01-21
5578,사곡 유룡리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 유룡리 521-3,,32521,127.0474329,36.59558725,041-840-8673,충청남도,공주시,20180101,N,2025-01-21
5579,사곡 해월1리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 해월리 229-2,,32523,127.0100957,36.51538518,041-840-8673,충청남도,공주시,20250601,N,2025-06-12
5580,사곡 호계1리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 호계리 283-1,,32523,127.0281175,36.50792558,041-840-8673,충청남도,공주시,20160101,N,2025-01-21
5581,사곡 호계2리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 호계리 295-6,,32523,127.0267282,36.50251941,041-840-8673,충청남도,공주시,20180101,N,2025-01-21
5582,사곡 화월1리 동네체육시설,간이운동장,충청남도 공주시 사곡면 화월리 323-1,게이트볼장,32522,127.0414822,36.49851252,041-840-2857,충청남도,공주시,20240311,N,2024-11-26
5583,사곡 화월2리 동네체육시설,간이운동장,충청남도 공주시 사곡면 화월리 519-13,,32522,127.0389883,36.4926953,041-840-8673,충청남도,공주시,20180101,N,2025-01-21
5584,사곡 회학리 동네체육시설(마을회관),간이운동장,충청남도 공주시 사곡면 회학리 515-1,,32521,127.0339311,36.55964558,041-840-8673,충청남도,공주시,20180101,N,2025-01-21
5585,사곡1리 동네체육시설,간이운동장,충청북도 청주시 흥덕구 강내면 사곡리 306-5 경로당,,28175,127.3308383,36.58482722,043-201-7575,충청북도,청주시,20200714,N,2025-03-30
5586,사곡근린테니스장,테니스장,충청남도 서천군 서천읍 서천로232번길 27,,33635,126.6899039,36.08899015,,충청남도,서천군,20161107,N,2025-06-18
5587,사곡농업인체육관(탁구장),구기체육관,충청남도 공주시 사곡면 신영리 246-1 농업인운동시설,,32522,127.0272515,36.48669566,041-840-8676,충청남도,공주시,20090101,N,2025-06-25
5588,사곡동 씨름연습장,씨름장,경상북도 구미시 사곡동 603-102,,39331,128.3538268,36.09819695,054-480-4915,경상북도,구미시,19000101,N,2024-10-31
5589,사곶풋살장,기타시설,인천광역시 옹진군 백령면 사곶로139번길 5,,23102,124.7190953,37.95148937,032-899-3514,인천광역시,옹진군,20021231,N,2025-05-21
5590,사곶해변(진촌3리 소공원) 소규모체력단련기구,간이운동장,인천광역시 옹진군 백령면 진촌리 457-1 안내소,,23102,124.7217261,37.95281531,032-899-3514,인천광역시,옹진군,20100101,N,2025-04-21
5591,사구마을 체육시설,간이운동장,부산광역시 강서구 범방동 249-1,,46745,128.8849428,35.15822975,051-970-4121,부산광역시,강서구,20190411,N,2025-06-22
5592,사남공설테니스장,테니스장,경상남도 사천시 사남면 외국기업로 107,,52534,128.0620506,35.06113217,055-381-2423,경상남도,사천시,20030101,N,2024-10-31
